question,category,subcategory
هعمل ايه علشان مدة استخراج البطاقة القومي بتاخد قد ايه؟,Civil Affairs,national_id
عايز اعرف ازاي اعرف تفاصيل مخالفة برقم اللوحة؟,Traffic,traffic_violations
عايز اعرف ازاي المستندات المطلوبة لاستخراج رخصة القيادة؟,Traffic,driving_license
انا محتاج افسخ تسجيل عربية قديمة؟,Traffic,vehicle_registration
عايز اعرف اسجل المركبة اونلاين؟,Traffic,vehicle_registration
لو سمحت عايز اعرف اقيد مولود جديد في السجل المدني؟,Civil Affairs,birth_certificate
لو سمحت عايز اعرف تسجيل المركبة بياخد وقت قد ايه؟,Traffic,vehicle_registration
عايز اعرف ازاي اجدد رخصة عربية متأخرة من سنين؟,Traffic,renewal
انا محتاج غرامة تأخير تجديد الرخصة كام؟,Traffic,renewal
لو سمحت عايز اعرف اعدل بيانات غلط في القيد العائلي؟,Civil Affairs,family_record
فين اروح علشان استخرج قيد فردي اونلاين؟,Civil Affairs,individual_record
ممكن حد يفهمني المستندات المطلوبة لشهادة الميلاد؟,Civil Affairs,birth_certificate
ممكن تقولي ازاي رسوم استخراج بطاقة الرقم القومي كام؟,Civil Affairs,national_id
ينفع اقدم على رخصة القيادة اونلاين؟,Traffic,driving_license
عايز اعرف المستندات المطلوبة لتجديد الرخصة؟,Traffic,renewal
هعمل ايه علشان اطلع نسخة من اقرار ضريبي قديم؟,Taxes,tax_return
ممكن تقولي ازاي رسوم البطاقة الضريبية كام؟,Taxes,tax_card
عايز اعرف شهادة الوفاة لازمة لايه بعد كده؟,Civil Affairs,death_certificate
انا تايه، عايز اعرف اثبت حالتي الاجتماعية لجهة عمل؟,Personal Status,social_status
انا محتاج رخصة الموتوسيكل بتتجدد ازاي؟,Traffic,vehicle_license
هعمل ايه علشان المستندات المطلوبة لاستخراج شهادة الوفاة؟,Civil Affairs,death_certificate
انا تايه، عايز اعرف ضريبة الدخل بتتحسب ازاي للمهن الحرة؟,Taxes,income_tax
لو سمحت عايز اعرف رسوم قسيمة الطلاق كام؟,Personal Status,divorce_certificate
انا محتاج المستندات المطلوبة لقسيمة الطلاق؟,Personal Status,divorce_certificate
عايز اعرف ازاي المستندات المطلوبة لاستخراج القيد العائلي؟,Civil Affairs,family_record
انا محتاج رسوم استخراج بطاقة الرقم القومي كام؟,Civil Affairs,national_id
ممكن حد يفهمني قسيمة الزواج محتاجها علشان استخرج ايه بعد كده؟,Personal Status,marriage_certificate
ممكن حد يفهمني اسجل في ضريبة القيمة المضافة؟,Taxes,vat
هعمل ايه علشان اعرف اقرب مكتب سجل مدني لعمل البطاقة؟,Civil Affairs,national_id
انا تايه، عايز اعرف اسجل المركبة اونلاين؟,Traffic,vehicle_registration
عايز اعرف استخرج رخصة سيارتي الجديدة؟,Traffic,vehicle_license
لو سمحت عايز اعرف غرامة تأخير الاقرار الضريبي كام؟,Taxes,tax_return
ممكن حد يفهمني المستندات المطلوبة لقسيمة الطلاق؟,Personal Status,divorce_certificate
هعمل ايه علشان اقدم طلب طلاق للمحكمة ازاي؟,Personal Status,divorce
ممكن تقولي ازاي شروط اتمام عقد الزواج للمصريين في الخارج؟,Personal Status,marriage
هعمل ايه علشان اعفاءات ضريبة الدخل ايه هي؟,Taxes,income_tax
ممكن حد يفهمني المستندات المطلوبة لرخصة المركبة؟,Traffic,vehicle_license
ينفع فين اروح علشان اجدد الرخصة بسرعة؟,Traffic,renewal
ينفع المستندات المطلوبة لقسيمة الطلاق؟,Personal Status,divorce_certificate
عايز اعرف شهادة الوفاة بتتعمل فين بالظبط؟,Civil Affairs,death_certificate
انا تايه، عايز اعرف اطلع افادة بالحالة الاجتماعية؟,Personal Status,social_status
هعمل ايه علشان رسوم قسيمة الطلاق كام؟,Personal Status,divorce_certificate
انا تايه، عايز اعرف اسجل شركتي الجديدة ضريبيا؟,Taxes,tax_registration
ينفع اقدم طلب طلاق للمحكمة ازاي؟,Personal Status,divorce
فين اروح علشان احول رخصة قيادة اجنبية لمصرية؟,Traffic,driving_license
ممكن تقولي ازاي اطلع شهادة ميلاد كمبيوتر بدل الاول؟,Civil Affairs,birth_certificate
ممكن حد يفهمني تحديث الحالة الاجتماعية بياخد قد ايه؟,Personal Status,social_status
انا محتاج البطاقة الضريبية بتاخد قد ايه؟,Taxes,tax_card
لو سمحت عايز اعرف اطلع افادة بالحالة الاجتماعية؟,Personal Status,social_status
انا محتاج استخرج شهادة ميلاد لابني؟,Civil Affairs,birth_certificate
فين اروح علشان اعمل ايه علشان اقيد وفاة حصلت برا البلد؟,Civil Affairs,death_certificate
ينفع اجدد رخصة العربية بعد الانتهاء؟,Traffic,vehicle_license
ممكن حد يفهمني ضريبة الدخل بتتحسب ازاي للمهن الحرة؟,Taxes,income_tax
لو سمحت عايز اعرف اسجل نشاطي التجاري في الضرائب؟,Taxes,tax_registration
فين اروح علشان اسجل حالة طلاق في المأذون؟,Personal Status,divorce
فين اروح علشان اطلق مراتي رسمي ازاي؟,Personal Status,divorce
هعمل ايه علشان اعدل بيانات في رخصة القيادة؟,Traffic,driving_license
ينفع اعدل بيانات غلط في قسيمة الزواج؟,Personal Status,marriage_certificate
ممكن تقولي ازاي المستندات المطلوبة للقيد الفردي؟,Civil Affairs,individual_record
عايز اعرف ازاي تجديد الرخصة بياخد وقت قد ايه؟,Traffic,renewal
عايز اعرف اجدد رخصة السيارة اونلاين؟,Traffic,renewal
فين اروح علشان اجدد الرخصة من غير كشف طبي ينفع؟,Traffic,renewal
لو سمحت عايز اعرف اغير حالتي الاجتماعية من اعزب لمتجوز في الاوراق؟,Personal Status,social_status
عايز اعرف ازاي اطلع نسخة من اقرار ضريبي قديم؟,Taxes,tax_return
عايز اعرف ازاي رسوم البطاقة الضريبية كام؟,Taxes,tax_card
ممكن تقولي ازاي اعدل الاقرار الضريبي بعد التقديم؟,Taxes,tax_return
ممكن تقولي ازاي قسيمة الزواج محتاجها علشان استخرج ايه بعد كده؟,Personal Status,marriage_certificate
لو سمحت عايز اعرف قسيمة الزواج محتاجها علشان استخرج ايه بعد كده؟,Personal Status,marriage_certificate
ينفع المستندات المطلوبة لعمل بطاقة رقم قومي؟,Civil Affairs,national_id
ممكن حد يفهمني قسيمة الزواج بتاخد قد ايه؟,Personal Status,marriage_certificate
عايز اعرف ازاي اعترض على ربط ضريبة الدخل؟,Taxes,income_tax
عايز اعرف ازاي اوثق اشهاد طلاق اونلاين؟,Personal Status,divorce
فين اروح علشان اعدل العنوان في بطاقة الرقم القومي؟,Civil Affairs,national_id
ممكن حد يفهمني رخصة الموتوسيكل بتتجدد ازاي؟,Traffic,vehicle_license
عايز اعرف اعدل الحالة الاجتماعية بعد الطلاق؟,Personal Status,social_status
فين اروح علشان تسجيل المركبة بياخد وقت قد ايه؟,Traffic,vehicle_registration
ينفع استخرج شهادة وفاة لأبويا؟,Civil Affairs,death_certificate
انا محتاج غرامة التأخير في سداد القيمة المضافة كام؟,Taxes,vat
ممكن حد يفهمني شهادة الميلاد المميكنة فرق ايه عن العادية؟,Civil Affairs,birth_certificate
هعمل ايه علشان رخصة السيارة بتاخد قد ايه؟,Traffic,vehicle_license
انا تايه، عايز اعرف اطلع بدل فاقد للبطاقة الضريبية؟,Taxes,tax_card
انا تايه، عايز اعرف رسوم توثيق عقد الجواز كام؟,Personal Status,marriage
انا تايه، عايز اعرف المستندات المطلوبة لعمل بطاقة رقم قومي؟,Civil Affairs,national_id
ممكن حد يفهمني استرد ضريبة القيمة المضافة؟,Taxes,vat
انا تايه، عايز اعرف افرق قيدي عن قيد اهلي؟,Civil Affairs,family_record
عايز اعرف اعترض على ربط ضريبة الدخل؟,Taxes,income_tax
ممكن تقولي ازاي اطلق مراتي رسمي ازاي؟,Personal Status,divorce
عايز اعرف استخرج قسيمة طلاق اونلاين؟,Personal Status,divorce_certificate
انا تايه، عايز اعرف المستندات المطلوبة لرخصة المركبة؟,Traffic,vehicle_license
ممكن تقولي ازاي غرامة تأخير تجديد الرخصة كام؟,Traffic,renewal
لو سمحت عايز اعرف افرق قيدي عن قيد اهلي؟,Civil Affairs,family_record
عايز اعرف ازاي اعدل الحالة الاجتماعية بعد الطلاق؟,Personal Status,social_status
انا تايه، عايز اعرف اطلع نسخة من اقرار ضريبي قديم؟,Taxes,tax_return
انا تايه، عايز اعرف شرايح ضريبة الدخل الحالية ايه؟,Taxes,income_tax
ممكن حد يفهمني اعدل بيانات التسجيل الضريبي؟,Taxes,tax_registration
انا محتاج استخرج البطاقة الضريبية؟,Taxes,tax_card
انا محتاج اطلع بدل فاقد للقيد الفردي؟,Civil Affairs,individual_record
لو سمحت عايز اعرف المستندات المطلوبة لاستخراج القيد العائلي؟,Civil Affairs,family_record
هعمل ايه علشان افتح ملف ضريبي لنشاط حر؟,Taxes,tax_registration
فين اروح علشان الحالة الاجتماعية في القيد مش مطابقة اعمل ايه؟,Personal Status,social_status
انا تايه، عايز اعرف رخصة الموتوسيكل بتتجدد ازاي؟,Traffic,vehicle_license
ممكن تقولي ازاي اعدل بيانات غلط في عقد الجواز؟,Personal Status,marriage
هعمل ايه علشان رسوم قسيمة الزواج كام؟,Personal Status,marriage_certificate
فين اروح علشان استخرج رخصة سيارتي الجديدة؟,Traffic,vehicle_license
لو سمحت عايز اعرف شهادة الوفاة بتتعمل فين بالظبط؟,Civil Affairs,death_certificate
انا محتاج اطلع افادة بالحالة الاجتماعية؟,Personal Status,social_status
ممكن تقولي ازاي اعدل بيانات تسجيل المركبة؟,Traffic,vehicle_registration
هعمل ايه علشان اطلع بدل فاقد لقسيمة الزواج؟,Personal Status,marriage_certificate
فين اروح علشان رسوم استخراج شهادة الميلاد كام؟,Civil Affairs,birth_certificate
عايز اعرف استخرج شهادة وفاة اونلاين؟,Civil Affairs,death_certificate
ممكن تقولي ازاي اجدد رخصة السيارة اونلاين؟,Traffic,renewal
لو سمحت عايز اعرف الحالة الاجتماعية في البطاقة بتتغير ازاي؟,Personal Status,social_status
هعمل ايه علشان شهادة الوفاة بتتعمل فين بالظبط؟,Civil Affairs,death_certificate
انا محتاج مواعيد تقديم الاقرار الضريبي امتى؟,Taxes,tax_return
عايز اعرف اجدد رخصة العربية اونلاين؟,Traffic,vehicle_license
ممكن تقولي ازاي افرق بين ضريبة الدخل والضريبة على الارباح؟,Taxes,income_tax
لو سمحت عايز اعرف شهادة الوفاة لازمة لايه بعد كده؟,Civil Affairs,death_certificate
ممكن تقولي ازاي المستندات المطلوبة لاستخراج القيد العائلي؟,Civil Affairs,family_record
انا محتاج المستندات المطلوبة لعمل بطاقة رقم قومي؟,Civil Affairs,national_id
ممكن حد يفهمني اجدد رخصة السيارة اونلاين؟,Traffic,renewal
هعمل ايه علشان مدة سقوط مخالفة المرور كام؟,Traffic,traffic_violations
انا محتاج محتاج القيد الفردي علشان اقدم عليه فين؟,Civil Affairs,individual_record
عايز اعرف ازاي اعدل بيانات في شهادة الميلاد؟,Civil Affairs,birth_certificate
ممكن حد يفهمني الفاتورة الالكترونية علاقتها بالقيمة المضافة ايه؟,Taxes,vat
عايز اعرف ازاي قسيمة الزواج بتاخد قد ايه؟,Personal Status,marriage_certificate
انا محتاج استخرج بطاقة الرقم القومي لأول مرة؟,Civil Affairs,national_id
انا محتاج اسجل حالة وفاة في الشئون المدنية؟,Civil Affairs,death_certificate
عايز اعرف شهادة الميلاد المميكنة فرق ايه عن العادية؟,Civil Affairs,birth_certificate
هعمل ايه علشان اقدم اقرار ضريبي صفري؟,Taxes,tax_return
عايز اعرف ازاي استخرج رخصة قيادة جديدة؟,Traffic,driving_license
هعمل ايه علشان اطلع بطاقة ضريبية لمنشأة جديدة؟,Taxes,tax_card
انا محتاج القيد الفردي بيتطلب مدة قد ايه؟,Civil Affairs,individual_record
ممكن تقولي ازاي اسجل في ضريبة القيمة المضافة؟,Taxes,vat
فين اروح علشان المستندات المطلوبة للبطاقة الضريبية؟,Taxes,tax_card
فين اروح علشان اعمل ايه لو فاتني ميعاد تقديم الاقرار الضريبي؟,Taxes,tax_return
فين اروح علشان اعدل الاقرار الضريبي بعد التقديم؟,Taxes,tax_return
عايز اعرف ازاي افتح ملف ضريبي لنشاط حر؟,Taxes,tax_registration
هعمل ايه علشان رسوم تسجيل المركبة كام؟,Traffic,vehicle_registration
لو سمحت عايز اعرف شرايح ضريبة الدخل الحالية ايه؟,Taxes,income_tax
عايز اعرف اعدل العنوان في بطاقة الرقم القومي؟,Civil Affairs,national_id
عايز اعرف اعدل بيانات في رخصة المركبة؟,Traffic,vehicle_license
ممكن تقولي ازاي استخرج رخصة قيادة جديدة؟,Traffic,driving_license
عايز اعرف اجدد رخصة القيادة بعد ما خلصت؟,Traffic,driving_license
انا تايه، عايز اعرف استخرج البطاقة الضريبية اونلاين؟,Taxes,tax_card
فين اروح علشان اعرف تفاصيل مخالفة برقم اللوحة؟,Traffic,traffic_violations
فين اروح علشان احذف اسم من القيد العائلي؟,Civil Affairs,family_record
فين اروح علشان اعدل بيانات غلط في قسيمة الطلاق؟,Personal Status,divorce_certificate
ممكن تقولي ازاي اقدم اقرار القيمة المضافة الشهري؟,Taxes,vat
ممكن حد يفهمني اجدد الرخصة لمركبة نقل؟,Traffic,renewal
ممكن حد يفهمني اعدل بيانات غلط في قسيمة الزواج؟,Personal Status,marriage_certificate
انا تايه، عايز اعرف المستندات المطلوبة للتسجيل الضريبي؟,Taxes,tax_registration
هعمل ايه علشان اسجل مركبة مستوردة جديدة؟,Traffic,vehicle_registration
فين اروح علشان اقيد مولود جديد في السجل المدني؟,Civil Affairs,birth_certificate
فين اروح علشان اضيف مولود على القيد العائلي؟,Civil Affairs,family_record
ممكن تقولي ازاي اعدل بيانات غلط في قسيمة الزواج؟,Personal Status,marriage_certificate
لو سمحت عايز اعرف الحالة الاجتماعية في القيد مش مطابقة اعمل ايه؟,Personal Status,social_status
عايز اعرف اقيد مولود جديد في السجل المدني؟,Civil Affairs,birth_certificate
فين اروح علشان اعدل بيانات تسجيل المركبة؟,Traffic,vehicle_registration
عايز اعرف ازاي المستندات المطلوبة للتسجيل في القيمة المضافة؟,Taxes,vat
فين اروح علشان استخرج قيد فردي؟,Civil Affairs,individual_record
ينفع اطلاق اجراءاته بتاخد قد ايه؟,Personal Status,divorce
ممكن حد يفهمني احول رخصة قيادة اجنبية لمصرية؟,Traffic,driving_license
ممكن حد يفهمني اطلع قسيمة الزواج من مأذون تاني محافظة؟,Personal Status,marriage_certificate
انا تايه، عايز اعرف مخالفات المرور بتتحسب ازاي؟,Traffic,traffic_violations
فين اروح علشان القيد العائلي بياخد وقت قد ايه؟,Civil Affairs,family_record
عايز اعرف ازاي اطلع شهادة ميلاد لشخص متوفي؟,Civil Affairs,birth_certificate
هعمل ايه علشان اعدل بيانات خطأ في شهادة الوفاة؟,Civil Affairs,death_certificate
عايز اعرف ازاي اوثق عقد جواز اونلاين؟,Personal Status,marriage
هعمل ايه علشان اعدل الحالة الاجتماعية اونلاين؟,Personal Status,social_status
انا تايه، عايز اعرف اطلع بدل فاقد لرخصة السيارة؟,Traffic,vehicle_license
فين اروح علشان قسيمة الزواج بتاخد قد ايه؟,Personal Status,marriage_certificate
ممكن حد يفهمني اقدم اقرار القيمة المضافة الشهري؟,Taxes,vat
هعمل ايه علشان المستندات المطلوبة لتسجيل المركبة؟,Traffic,vehicle_registration
لو سمحت عايز اعرف اعدل الحالة الاجتماعية بعد الطلاق؟,Personal Status,social_status
عايز اعرف ازاي اعفاءات ضريبة القيمة المضافة على السلع؟,Taxes,vat
عايز اعرف ازاي التسجيل الضريبي بياخد وقت قد ايه؟,Taxes,tax_registration
انا تايه، عايز اعرف اطلع بدل فاقد للبطاقة الشخصية؟,Civil Affairs,national_id
ممكن تقولي ازاي اسجل حالة طلاق في المأذون؟,Personal Status,divorce
هعمل ايه علشان البطاقة الضريبية محتاجها علشان اعمل ايه؟,Taxes,tax_card
انا محتاج اطلع نسخة من اقرار ضريبي قديم؟,Taxes,tax_return
ممكن تقولي ازاي تسجيل المركبة بياخد وقت قد ايه؟,Traffic,vehicle_registration
ممكن تقولي ازاي استخرج شهادة ميلاد لابني؟,Civil Affairs,birth_certificate
فين اروح علشان اقدم على البطاقة القومي اونلاين؟,Civil Affairs,national_id
ممكن حد يفهمني اطلع رخصة سيارة نقل تجاري؟,Traffic,vehicle_license
لو سمحت عايز اعرف اسجل في ضريبة القيمة المضافة؟,Taxes,vat
انا محتاج اطلع بدل فاقد للبطاقة الضريبية؟,Taxes,tax_card
انا تايه، عايز اعرف تحديث الحالة الاجتماعية بياخد قد ايه؟,Personal Status,social_status
ينفع اسجل حالة وفاة في الشئون المدنية؟,Civil Affairs,death_certificate
انا محتاج اثبت حالتي الاجتماعية لجهة عمل؟,Personal Status,social_status
هعمل ايه علشان اغير حالتي الاجتماعية من اعزب لمتجوز في الاوراق؟,Personal Status,social_status
انا محتاج استخرج قيد فردي؟,Civil Affairs,individual_record
ممكن حد يفهمني افرق بين ضريبة الدخل والضريبة على الارباح؟,Taxes,income_tax
عايز اعرف ازاي اجدد بطاقة الرقم القومي بتاعتي؟,Civil Affairs,national_id
عايز اعرف رخصة السيارة بتاخد قد ايه؟,Traffic,vehicle_license
لو سمحت عايز اعرف استخرج شهادة ميلاد اونلاين؟,Civil Affairs,birth_certificate
انا محتاج شروط اتمام عقد الزواج للمصريين في الخارج؟,Personal Status,marriage
ممكن حد يفهمني ضريبة الدخل على العمل الحر بتتحصل ازاي؟,Taxes,income_tax
ممكن حد يفهمني رسوم استخراج بطاقة الرقم القومي كام؟,Civil Affairs,national_id
انا محتاج استخرج قسيمة الزواج؟,Personal Status,marriage_certificate
عايز اعرف ازاي اعترض على مخالفة مرور غلط؟,Traffic,traffic_violations
هعمل ايه علشان رسوم توثيق عقد الجواز كام؟,Personal Status,marriage
فين اروح علشان اسجل مركبة مستوردة جديدة؟,Traffic,vehicle_registration
لو سمحت عايز اعرف اوثق عقد جواز اونلاين؟,Personal Status,marriage
فين اروح علشان اعفاءات ضريبة الدخل ايه هي؟,Taxes,income_tax
انا تايه، عايز اعرف المستندات المطلوبة لاستخراج رخصة القيادة؟,Traffic,driving_license
عايز اعرف ازاي الفاتورة الالكترونية علاقتها بالقيمة المضافة ايه؟,Taxes,vat
لو سمحت عايز اعرف احول رخصة قيادة اجنبية لمصرية؟,Traffic,driving_license
لو سمحت عايز اعرف رسوم توثيق الطلاق كام؟,Personal Status,divorce
ممكن حد يفهمني اعرف تفاصيل مخالفة برقم اللوحة؟,Traffic,traffic_violations
ينفع اقدم على البطاقة القومي اونلاين؟,Civil Affairs,national_id
ينفع المستندات المطلوبة لاستخراج القيد العائلي؟,Civil Affairs,family_record
عايز اعرف اجدد رخصة العربية بعد الانتهاء؟,Traffic,vehicle_license
انا محتاج انقل ملكية عربية لشخص تاني؟,Traffic,vehicle_registration
انا تايه، عايز اعرف اسجل نفسي في مصلحة الضرائب؟,Taxes,tax_registration
فين اروح علشان اثبت حالتي الاجتماعية لجهة عمل؟,Personal Status,social_status
ينفع استخرج القيد العائلي اونلاين؟,Civil Affairs,family_record
عايز اعرف استخرج شهادة ميلاد لابني؟,Civil Affairs,birth_certificate
ممكن حد يفهمني المستندات المطلوبة للتسجيل الضريبي؟,Taxes,tax_registration
فين اروح علشان الاقرار الضريبي بيتقدم ازاي اونلاين؟,Taxes,tax_return
عايز اعرف ازاي البطاقة الضريبية بتاخد قد ايه؟,Taxes,tax_card
ممكن حد يفهمني رخصة السيارة بتاخد قد ايه؟,Traffic,vehicle_license
ممكن حد يفهمني قسيمة الطلاق بتاخد وقت قد ايه؟,Personal Status,divorce_certificate
فين اروح علشان اقدم على رخصة القيادة اونلاين؟,Traffic,driving_license
عايز اعرف المستندات المطلوبة لتغيير الحالة الاجتماعية؟,Personal Status,social_status
انا تايه، عايز اعرف اعمل ايه لو عايز اطلق زوجتي المقيمة برا البلد؟,Personal Status,divorce
ينفع اعفاءات ضريبة القيمة المضافة على السلع؟,Taxes,vat
عايز اعرف ازاي اقسط ضريبة الدخل المستحقة عليا؟,Taxes,income_tax
عايز اعرف ازاي اعرف اقرب مكتب سجل مدني لعمل البطاقة؟,Civil Affairs,national_id
هعمل ايه علشان ادفع مخالفة المرور اونلاين؟,Traffic,traffic_violations
عايز اعرف ازاي استخرج قيد فردي؟,Civil Affairs,individual_record
انا تايه، عايز اعرف القيمة المضافة بتتحصل على ايه بالظبط؟,Taxes,vat
ممكن حد يفهمني رسوم التسجيل الضريبي كام؟,Taxes,tax_registration
انا محتاج احذف اسم من القيد العائلي؟,Civil Affairs,family_record
لو سمحت عايز اعرف اعمل ايه لو عايز اطلق زوجتي المقيمة برا البلد؟,Personal Status,divorce
ينفع ابدل بطاقة الرقم القومي بعد ما اتفقدت؟,Civil Affairs,national_id
لو سمحت عايز اعرف اطلع رخصة سيارة نقل تجاري؟,Traffic,vehicle_license
ينفع رسوم التسجيل الضريبي كام؟,Taxes,tax_registration
ينفع اعدل بيانات في رخصة المركبة؟,Traffic,vehicle_license
فين اروح علشان اطلع شهادة ميلاد لشخص متوفي؟,Civil Affairs,birth_certificate
ينفع مدة سقوط مخالفة المرور كام؟,Traffic,traffic_violations
انا تايه، عايز اعرف اطلق مراتي رسمي ازاي؟,Personal Status,divorce
انا تايه، عايز اعرف المستندات المطلوبة لتسوية ضريبة الدخل؟,Taxes,income_tax
عايز اعرف ازاي استعلم عن مخالفات عربية مش عربيتي؟,Traffic,traffic_violations
ممكن تقولي ازاي اوثق عقد جواز اونلاين؟,Personal Status,marriage
ممكن حد يفهمني القيمة المضافة بتتحصل على ايه بالظبط؟,Taxes,vat
انا محتاج اجدد البطاقة الضريبية بعد ما خلصت؟,Taxes,tax_card
هعمل ايه علشان اوثق اشهاد طلاق اونلاين؟,Personal Status,divorce
انا محتاج اعفاءات ضريبة الدخل ايه هي؟,Taxes,income_tax
عايز اعرف ازاي محتاج القيد الفردي علشان اقدم عليه فين؟,Civil Affairs,individual_record
عايز اعرف اعدل بيانات غلط في قسيمة الطلاق؟,Personal Status,divorce_certificate
انا تايه، عايز اعرف الكشف الطبي لرخصة القيادة بيتعمل فين؟,Traffic,driving_license
فين اروح علشان المستندات المطلوبة لاستخراج القيد العائلي؟,Civil Affairs,family_record
انا تايه، عايز اعرف اطلع قسيمة طلاق قديمة من الارشيف؟,Personal Status,divorce_certificate
فين اروح علشان اعدل الحالة الاجتماعية بعد وفاة الزوج؟,Personal Status,social_status
هعمل ايه علشان تحديث الحالة الاجتماعية بياخد قد ايه؟,Personal Status,social_status
ممكن تقولي ازاي المستندات المطلوبة لتسوية ضريبة الدخل؟,Taxes,income_tax
انا تايه، عايز اعرف رسوم رخصة السيارة كام؟,Traffic,vehicle_license
انا تايه، عايز اعرف افرق بين ضريبة الدخل والضريبة على الارباح؟,Taxes,income_tax
انا تايه، عايز اعرف عقد الجواز بياخد وقت قد ايه؟,Personal Status,marriage
ينفع استخرج البطاقة الضريبية؟,Taxes,tax_card
عايز اعرف المستندات المطلوبة للتسجيل الضريبي؟,Taxes,tax_registration
ممكن تقولي ازاي رسوم رخصة القيادة كام؟,Traffic,driving_license
عايز اعرف رسوم التسجيل الضريبي كام؟,Taxes,tax_registration
انا محتاج اترجم قسيمة الطلاق رسمي؟,Personal Status,divorce_certificate
لو سمحت عايز اعرف استخرج رخصة قيادة جديدة؟,Traffic,driving_license
انا محتاج استخرج شهادة ميلاد اونلاين؟,Civil Affairs,birth_certificate
ممكن تقولي ازاي اعفاءات ضريبة الدخل ايه هي؟,Taxes,income_tax
هعمل ايه علشان رسوم القيد الفردي كام؟,Civil Affairs,individual_record
انا تايه، عايز اعرف تسجيل المركبة بياخد وقت قد ايه؟,Traffic,vehicle_registration
انا تايه، عايز اعرف ضريبة الدخل على العمل الحر بتتحصل ازاي؟,Taxes,income_tax
ينفع اطلع بدل فاقد لشهادة الوفاة؟,Civil Affairs,death_certificate
عايز اعرف ازاي اتجوز واحدة اجنبية اعمل ايه في الاوراق؟,Personal Status,marriage
هعمل ايه علشان اعمل ايه علشان اقيد وفاة حصلت برا البلد؟,Civil Affairs,death_certificate
لو سمحت عايز اعرف اقدم على رخصة القيادة اونلاين؟,Traffic,driving_license
عايز اعرف خطوات تجديد الرخصة اونلاين ايه؟,Traffic,renewal
انا محتاج ضريبة الدخل على العمل الحر بتتحصل ازاي؟,Taxes,income_tax
انا تايه، عايز اعرف ابدل بطاقة الرقم القومي بعد ما اتفقدت؟,Civil Affairs,national_id
انا محتاج المستندات المطلوبة لاستخراج شهادة الوفاة؟,Civil Affairs,death_certificate
ينفع انقل ملكية عربية لشخص تاني؟,Traffic,vehicle_registration
لو سمحت عايز اعرف اقسط ضريبة الدخل المستحقة عليا؟,Taxes,income_tax
فين اروح علشان المستندات المطلوبة لعقد الزواج؟,Personal Status,marriage
لو سمحت عايز اعرف المستندات المطلوبة للاقرار الضريبي؟,Taxes,tax_return
ينفع اطلع شهادة ميلاد كمبيوتر بدل الاول؟,Civil Affairs,birth_certificate
عايز اعرف اقسط ضريبة الدخل المستحقة عليا؟,Taxes,income_tax
ممكن تقولي ازاي شهادة الميلاد المميكنة فرق ايه عن العادية؟,Civil Affairs,birth_certificate
ينفع اسجل ضريبيا اونلاين؟,Taxes,tax_registration
انا محتاج اعدل الحالة الاجتماعية بعد وفاة الزوج؟,Personal Status,social_status
هعمل ايه علشان اقدم على البطاقة القومي اونلاين؟,Civil Affairs,national_id
فين اروح علشان اطلع بطاقة ضريبية لمنشأة جديدة؟,Taxes,tax_card
انا تايه، عايز اعرف استخرج شهادة ميلاد اونلاين؟,Civil Affairs,birth_certificate
ينفع الحالة الاجتماعية في البطاقة بتتغير ازاي؟,Personal Status,social_status
انا تايه، عايز اعرف استخرج بطاقة الرقم القومي لأول مرة؟,Civil Affairs,national_id
عايز اعرف مواعيد تقديم الاقرار الضريبي امتى؟,Taxes,tax_return
عايز اعرف افتح ملف ضريبي لنشاط حر؟,Taxes,tax_registration
انا محتاج شرايح ضريبة الدخل الحالية ايه؟,Taxes,income_tax
فين اروح علشان المستندات المطلوبة لاستخراج شهادة الوفاة؟,Civil Affairs,death_certificate
عايز اعرف اعترض على مخالفة مرور غلط؟,Traffic,traffic_violations
هعمل ايه علشان مخالفات المرور بتتحسب ازاي؟,Traffic,traffic_violations
ينفع رخصة القيادة بتاخد وقت قد ايه؟,Traffic,driving_license
فين اروح علشان الفرق بين الطلاق والخلع ايه؟,Personal Status,divorce
ينفع اعدل بيانات في القيد الفردي؟,Civil Affairs,individual_record
لو سمحت عايز اعرف استخرج البطاقة الضريبية؟,Taxes,tax_card
عايز اعرف ازاي اقدم على البطاقة القومي اونلاين؟,Civil Affairs,national_id
فين اروح علشان البطاقة الضريبية بتاخد قد ايه؟,Taxes,tax_card
عايز اعرف ازاي اسجل نفسي في مصلحة الضرائب؟,Taxes,tax_registration
انا محتاج افرق قيدي عن قيد اهلي؟,Civil Affairs,family_record
عايز اعرف قسيمة الطلاق بتاخد وقت قد ايه؟,Personal Status,divorce_certificate
ممكن حد يفهمني اعمل ايه لو فاتت مدة تسجيل المولود؟,Civil Affairs,birth_certificate
هعمل ايه علشان اطلع بدل فاقد للبطاقة الضريبية؟,Taxes,tax_card
انا محتاج اقدم اقرار القيمة المضافة الشهري؟,Taxes,vat
انا تايه، عايز اعرف شهادة الوفاة بتتعمل فين بالظبط؟,Civil Affairs,death_certificate
ممكن تقولي ازاي اعرف اقرب مكتب سجل مدني لعمل البطاقة؟,Civil Affairs,national_id
عايز اعرف قسيمة الزواج بتاخد قد ايه؟,Personal Status,marriage_certificate
عايز اعرف الاقرار الضريبي للشركات فرق ايه عن الافراد؟,Taxes,tax_return
لو سمحت عايز اعرف اعدل بيانات خطأ في شهادة الوفاة؟,Civil Affairs,death_certificate
